"ENTREZID","SYMBOL","GENENAME","X1.RD.dux4_no.dox_16hr_expt11.bam","X2.RD.dux4_with.dox_16hr_expt11.bam","X3.RD.dux4_no.dox_16hr_expt14.bam","X4.RD.dux4_with.dox_16hr_expt14.bam","X5.RD.dux4_no.dox_18hr_expt16.bam","X6.RD.dux4_with.dox_18hr_expt16.bam"
645359,"PRAMEF26","PRAME family member 26",366,141326,152,130115,684,119565
1515,"CTSV","cathepsin V",212,716,244,892,316,804
54187,"NANS","N-acetylneuraminate synthase",1276,2206,1133,2467,1208,2264
23645,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A",705,5302,317,5068,717,5285
7314,"UBB","ubiquitin B",10869,16212,10002,18785,11083,17246
92345,"NAF1","nuclear assembly factor 1 ribonucleoprotein",446,1112,470,1294,482,1077
23204,"ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1",6414,14961,5939,17069,7199,14067
400867,"LOC400867","uncharacterized LOC400867",12,239,7,219,24,362
29896,"TRA2A","transformer 2 alpha homolog (Drosophila)",2040,5610,2206,5763,2100,4865
9646,"CTR9","CTR9 homolog, Paf1/RNA polymerase II complex component",2741,10106,2722,12647,2709,8541
5715,"PSMD9","proteasome 26S subunit, non-ATPase 9",579,1410,562,1770,652,1423
84365,"NIFK","nucleolar protein interacting with the FHA domain of MKI67",2171,4720,2045,4574,2422,4316
10179,"RBM7","RNA binding motif protein 7",680,2097,706,2381,795,1854
645402,"USP17L4","ubiquitin specific peptidase 17-like family member 4",5,303,2,281,3,287
51639,"SF3B6","splicing factor 3b subunit 6",1603,2900,1673,3275,1795,2939
120146,"TRIM64","tripartite motif containing 64",52,7493,33,6133,109,8382
50939,"IMPG2","interphotoreceptor matrix proteoglycan 2",3,236,3,277,4,287
4254,"KITLG","KIT ligand",437,1563,388,1754,680,2117
9221,"NOLC1","nucleolar and coiled-body phosphoprotein 1",10419,22720,9720,26233,11330,21537
284023,"LOC284023","uncharacterized LOC284023",131,373,144,530,139,459
284207,"METRNL","meteorin, glial cell differentiation regulator-like",186,399,179,442,216,440
51067,"YARS2","tyrosyl-tRNA synthetase 2",849,1292,786,1445,847,1377
57561,"ARRDC3","arrestin domain containing 3",399,1121,402,1010,354,1007
23560,"GTPBP4","GTP binding protein 4",2985,4869,2856,5154,3318,4889
10208,"USPL1","ubiquitin specific peptidase like 1",393,1362,446,1182,449,1142
729993,"SHISA9","shisa family member 9",527,2064,731,2926,713,2272
10620,"ARID3B","AT-rich interaction domain 3B",399,818,409,949,482,866
9933,"PUM3","pumilio RNA binding family member 3",1283,2722,1185,2829,1238,2500
10678,"B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",137,1315,104,1282,229,1105
64376,"IKZF5","IKAROS family zinc finger 5",995,1937,915,1951,967,1824
10528,"NOP56","NOP56 ribonucleoprotein",1850,3246,1673,3252,2017,3180
57162,"PELI1","pellino E3 ubiquitin protein ligase 1",281,1064,254,1114,420,1091
5504,"PPP1R2","protein phosphatase 1 regulatory inhibitor subunit 2",741,1833,630,1968,798,1679
8662,"EIF3B","eukaryotic translation initiation factor 3 subunit B",9776,11859,9760,13187,10973,13114
129401,"NUP35","nucleoporin 35kDa",1084,2051,1083,2236,1253,2027
688,"KLF5","Kruppel-like factor 5 (intestinal)",62,414,74,397,75,324
6921,"TCEB1","transcription elongation factor B subunit 1",1207,1643,1167,1607,1233,1732
10769,"PLK2","polo like kinase 2",3957,8887,4282,8588,5472,9092
9945,"GFPT2","glutamine-fructose-6-phosphate transaminase 2",255,1442,131,1017,207,1692
391002,"PRAMEF8","PRAME family member 8",240,54999,78,53571,380,45885
638,"BIK","BCL2-interacting killer",1,256,4,309,2,386
403312,"LOC403312","putative uncharacterized protein MGC39545",44,183,46,189,58,240
50640,"PNPLA8","patatin like phospholipase domain containing 8",1131,3436,1118,4006,1152,2934
57062,"DDX24","DEAD-box helicase 24",4943,9855,4986,11085,5316,9352
57466,"SCAF4","SR-related CTD-associated factor 4",1636,3344,1488,4076,1692,3318
84124,"ZNF394","zinc finger protein 394",486,995,460,1071,518,960
56259,"CTNNBL1","catenin beta like 1",2427,3420,2266,3479,2496,3494
55596,"ZCCHC8","zinc finger CCHC-type containing 8",818,1572,736,1617,817,1493
5272,"SERPINB9","serpin peptidase inhibitor, clade B (ovalbumin), member 9",154,334,173,380,202,459
221830,"TWISTNB","TWIST neighbor",1222,1727,1208,1641,1338,1816
8660,"IRS2","insulin receptor substrate 2",335,823,229,1026,340,944
10262,"SF3B4","splicing factor 3b subunit 4",2894,4524,2503,4685,3195,4721
780854,"SNORD3D","small nucleolar RNA, C/D box 3D",11,227,11,192,7,188
100529063,"BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough",17,262,12,289,20,201
7546,"ZIC2","Zic family member 2",126,597,88,614,170,593
256987,"SERINC5","serine incorporator 5",629,1469,621,1331,807,1444
81631,"MAP1LC3B","microtubule associated protein 1 light chain 3 beta",3015,6547,2329,7309,3293,6586
79797,"ZNF408","zinc finger protein 408",370,962,367,950,470,904
29105,"CFAP20","cilia and flagella associated protein 20",895,1072,855,1168,972,1232
55327,"LIN7C","lin-7 homolog C, crumbs cell polarity complex component",1020,2147,1007,2161,1032,1950
51320,"MEX3C","mex-3 RNA binding family member C",1390,3217,1232,3500,1295,2883
9188,"DDX21","DEAD-box helicase 21",7682,16701,6946,19101,8573,15725
3280,"HES1","hes family bHLH transcription factor 1",162,305,144,324,172,368
27249,"MMADHC","methylmalonic aciduria and homocystinuria, cblD type",2425,3848,2085,4091,2429,3872
51729,"WBP11","WW domain binding protein 11",3680,6713,3297,7686,3859,6597
147945,"NLRP4","NLR family, pyrin domain containing 4",2,214,3,294,5,256
10957,"PNRC1","proline rich nuclear receptor coactivator 1",308,1403,187,1236,276,1129
10265,"IRX5","iroquois homeobox 5",183,743,193,1011,207,685
55603,"FAM46A","family with sequence similarity 46 member A",15,215,12,316,20,209
25909,"AHCTF1","AT-hook containing transcription factor 1",3470,9094,3506,11062,4082,8377
401447,"USP17L1","ubiquitin specific peptidase 17-like family member 1",4,276,2,244,3,257
85476,"GFM1","G elongation factor, mitochondrial 1",1772,2598,1828,2596,1992,2650
392188,"USP17L8","ubiquitin specific peptidase 17-like family member 8",5,278,2,253,4,228
905,"CCNT2","cyclin T2",1324,3295,1540,3844,1648,3164
65059,"RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",208,1631,370,2503,343,1756
8900,"CCNA1","cyclin A1",552,93147,280,97138,1041,76327
114049,"WBSCR22","Williams Beuren syndrome chromosome region 22",2377,3212,1957,3566,2293,3539
482,"ATP1B2","ATPase Na+/K+ transporting subunit beta 2",16,148,10,151,16,162
100861532,"RNA45S5","RNA, 45S pre-ribosomal 5",12,187,3,219,7,185
6903,"TBCC","tubulin folding cofactor C",694,901,676,998,749,1009
26747,"NUFIP1","nuclear fragile X mental retardation protein interacting protein 1",355,575,341,580,418,646
27309,"ZNF330","zinc finger protein 330",954,2095,793,1902,948,1891
6428,"SRSF3","serine/arginine-rich splicing factor 3",9163,13652,8980,12950,9616,13376
79854,"LINC00115","long intergenic non-protein coding RNA 115",89,244,67,291,88,279
780851,"SNORD3A","small nucleolar RNA, C/D box 3A",12,212,13,177,5,188
25949,"SYF2","SYF2 pre-mRNA splicing factor",905,1596,780,1617,928,1553
134430,"WDR36","WD repeat domain 36",1906,3331,1863,3403,2133,3188
5515,"PPP2CA","protein phosphatase 2 catalytic subunit alpha",3109,6691,2858,7652,3251,6139
29116,"MYLIP","myosin regulatory light chain interacting protein",483,1009,542,1069,623,1025
2197,"FAU","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed",5654,7464,5158,8623,5697,8024
56929,"FEM1C","fem-1 homolog c (C. elegans)",589,1385,567,1334,562,1213
51605,"TRMT6","tRNA methyltransferase 6",1202,2332,1039,2283,1212,2150
5356,"PLRG1","pleiotropic regulator 1",1726,2273,1601,2558,1803,2442
7799,"PRDM2","PR domain 2",1833,4026,2137,4726,2127,3934
84916,"UTP4","UTP4, small subunit processome component",3131,4638,2997,4738,3290,4571
6628,"SNRPB","small nuclear ribonucleoprotein polypeptides B and B1",5257,6013,5060,6422,5393,6464
163859,"SDE2","SDE2 telomere maintenance homolog (S. pombe)",627,1719,727,1675,708,1485
8880,"FUBP1","far upstream element binding protein 1",3337,7239,3551,8600,3457,6834
1832,"DSP","desmoplakin",7,182,2,225,7,183
55033,"FKBP14","FK506 binding protein 14",2031,2594,1918,2643,2230,2742
8570,"KHSRP","KH-type splicing regulatory protein",11821,19714,10949,22231,12315,19253
6728,"SRP19","signal recognition particle 19kDa",811,1299,840,1440,899,1333
56666,"PANX2","pannexin 2",4,341,1,412,1,288
54793,"KCTD9","potassium channel tetramerization domain containing 9",1479,5020,1299,5757,1630,4021
6047,"RNF4","ring finger protein 4",1592,2868,1406,2837,1708,2712
7019,"TFAM","transcription factor A, mitochondrial",2119,4249,2090,4528,2225,3857
10458,"BAIAP2","BAI1 associated protein 2",957,1695,850,1484,1086,1761
387496,"RASL11A","RAS like family 11 member A",21,180,16,196,36,198
11104,"KATNA1","katanin p60 (ATPase containing) subunit A 1",532,1230,538,1357,663,1171
221955,"DAGLB","diacylglycerol lipase beta",905,1677,756,1733,927,1608
5623,"PSPN","persephin",9,213,3,261,7,180
124045,"SPATA33","spermatogenesis associated 33",426,989,315,1176,409,977
344167,"FOXI3","forkhead box I3",0,310,1,506,3,402
57575,"PCDH10","protocadherin 10",4,233,1,325,12,222
2250,"FGF5","fibroblast growth factor 5",127,461,176,613,163,498
170960,"ZNF721","zinc finger protein 721",599,1476,587,1442,638,1254
7556,"ZNF10","zinc finger protein 10",361,1153,346,1100,409,921
9587,"MAD2L1BP","MAD2L1 binding protein",542,1086,469,1197,596,1056
10049,"DNAJB6","DnaJ heat shock protein family (Hsp40) member B6",2769,5095,2574,5264,2823,4653
53371,"NUP54","nucleoporin 54kDa",1211,1576,1241,1613,1447,1733
890,"CCNA2","cyclin A2",3130,4138,2905,4371,3223,4234
51747,"LUC7L3","LUC7-like 3 pre-mRNA splicing factor",2793,6229,3039,6626,3155,5540
26609,"VCX","variable charge, X-linked",1,341,1,404,1,424
54386,"TERF2IP","TERF2 interacting protein",1433,3004,1422,3199,1510,2676
85415,"RHPN2","rhophilin, Rho GTPase binding protein 2",294,523,311,587,382,604
10818,"FRS2","fibroblast growth factor receptor substrate 2",652,1714,704,1837,845,1543
53349,"ZFYVE1","zinc finger FYVE-type containing 1",518,1303,490,1389,504,1112
65265,"C8orf33","chromosome 8 open reading frame 33",1893,4023,1845,6026,1971,4492
51003,"MED31","mediator complex subunit 31",214,534,215,477,213,484
5495,"PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B",824,1852,698,2268,784,1733
64400,"AKTIP","AKT interacting protein",185,357,154,364,195,385
1654,"DDX3X","DEAD-box helicase 3, X-linked",9603,16742,9714,19558,10949,16474
84159,"ARID5B","AT-rich interaction domain 5B",263,651,207,680,208,602
57018,"CCNL1","cyclin L1",1914,3171,1883,3321,2237,3098
6884,"TAF13","TATA-box binding protein associated factor 13",946,1275,856,1393,960,1344
9510,"ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1",1174,1459,1106,1456,1389,1729
6256,"RXRA","retinoid X receptor alpha",2692,166,2858,176,2523,249
100506790,"LOC100506790","uncharacterized LOC100506790",1,222,0,307,4,342
56270,"WDR45B","WD repeat domain 45B",1654,4344,1614,6200,1814,4259
64398,"MPP5","membrane protein, palmitoylated 5",1077,2202,1090,2384,1142,1992
205428,"C3orf58","chromosome 3 open reading frame 58",389,1302,564,1728,447,1388
55660,"PRPF40A","pre-mRNA processing factor 40 homolog A",3687,6924,3584,7459,4040,6341
54737,"MPHOSPH8","M-phase phosphoprotein 8",802,2006,871,2110,836,1717
57003,"CCDC47","coiled-coil domain containing 47",1853,2767,1818,2767,1913,2681
51068,"NMD3","NMD3 ribosome export adaptor",2365,4053,2079,4115,2590,3856
10172,"ZNF256","zinc finger protein 256",168,395,127,384,168,392
392197,"USP17L7","ubiquitin specific peptidase 17-like family member 7",5,192,2,154,5,189
8338,"HIST2H2AC","histone cluster 2, H2ac",56,239,41,262,71,240
51554,"ACKR4","atypical chemokine receptor 4",5,128,9,155,4,158
165918,"RNF168","ring finger protein 168, E3 ubiquitin protein ligase",994,2582,1111,3353,1044,2429
55164,"SHQ1","SHQ1, H/ACA ribonucleoprotein assembly factor",571,1078,637,1070,680,1042
79798,"ARMC5","armadillo repeat containing 5",556,776,556,916,539,868
55471,"NDUFAF7","NADH:ubiquinone oxidoreductase complex assembly factor 7",648,1054,578,1076,684,1035
84856,"LINC00839","long intergenic non-protein coding RNA 839",419,737,373,648,421,735
84206,"MEX3B","mex-3 RNA binding family member B",522,1462,664,1988,521,1541
389792,"IER5L","immediate early response 5-like",508,628,453,623,531,798
160760,"PPTC7","PTC7 protein phosphatase homolog",864,1513,766,1445,925,1428
3301,"DNAJA1","DnaJ heat shock protein family (Hsp40) member A1",10497,24498,12284,26548,9606,22917
4793,"NFKBIB","NFKB inhibitor beta",1462,1922,1242,2168,1463,2070
7756,"ZNF207","zinc finger protein 207",4424,8631,4699,10633,4876,8379
26098,"EDRF1","erythroid differentiation regulatory factor 1",2087,4435,2135,4607,2053,3859
4839,"NOP2","NOP2 nucleolar protein",3748,5390,3222,5491,3881,5350
56241,"SUSD2","sushi domain containing 2",8,125,3,138,13,158
51202,"DDX47","DEAD-box helicase 47",1976,3244,1819,3320,2174,3078
10885,"WDR3","WD repeat domain 3",5726,9060,5863,8847,5972,8486
251,"ALPPL2","alkaline phosphatase, placental like 2",156,22171,110,31621,372,24326
23528,"ZNF281","zinc finger protein 281",1378,2385,1475,2535,1593,2283
10480,"EIF3M","eukaryotic translation initiation factor 3 subunit M",4230,4486,4091,4493,4393,4801
129880,"BBS5","Bardet-Biedl syndrome 5",920,1272,912,1242,1042,1306
1984,"EIF5A","eukaryotic translation initiation factor 5A",14863,19604,12468,21652,14467,20315
65117,"RSRC2","arginine/serine-rich coiled-coil 2",2390,6801,2515,6158,2595,5228
387978,"LINC01551","long intergenic non-protein coding RNA 1551",1174,2434,968,3140,1571,3975
160857,"CCDC122","coiled-coil domain containing 122",504,1044,391,1259,627,1724
6741,"SSB","Sjogren syndrome antigen B",8765,11489,9523,12989,9768,12135
9084,"VCY","variable charge, Y-linked",0,240,0,292,4,286
84233,"TMEM126A","transmembrane protein 126A",359,576,310,508,360,633
6430,"SRSF5","serine/arginine-rich splicing factor 5",4084,7659,4226,6871,4672,6886
285407,"ALG1L9P","asparagine-linked glycosylation 1-like 9, pseudogene",5,165,10,169,7,137
401565,"FAM166A","family with sequence similarity 166 member A",2,331,2,284,3,203
2551,"GABPA","GA binding protein transcription factor alpha subunit",1499,3171,1651,3132,1575,2774
664,"BNIP3","BCL2/adenovirus E1B 19kDa interacting protein 3",1820,3438,1402,3163,1587,3166
56922,"MCCC1","methylcrotonoyl-CoA carboxylase 1",568,777,567,746,594,813
51701,"NLK","nemo-like kinase",341,463,342,534,345,534
126353,"MISP","mitotic spindle positioning",16,201,4,244,16,176
79845,"RNF122","ring finger protein 122",219,380,208,475,257,447
100463487,"MTRNR2L9","MT-RNR2-like 9",1452,2264,1416,2359,1566,2163
3212,"HOXB2","homeobox B2",591,1498,416,1694,644,1418
10286,"BCAS2","breast carcinoma amplified sequence 2",1773,2395,1526,2565,1777,2440
144406,"WDR66","WD repeat domain 66",30,179,28,223,29,162
468,"ATF4","activating transcription factor 4",5791,6450,5465,7637,5574,7238
3021,"H3F3B","H3 histone, family 3B (H3.3B)",6937,10445,5953,9799,7898,10658
1393,"CRHBP","corticotropin releasing hormone binding protein",1,239,2,164,4,239
5865,"RAB3B","RAB3B, member RAS oncogene family",1207,2448,992,3161,1618,3995
54962,"TIPIN","TIMELESS interacting protein",923,1012,934,1120,1061,1175
3192,"HNRNPU","heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)",21195,34361,21891,40301,22390,33450
55622,"TTC27","tetratricopeptide repeat domain 27",654,951,675,977,800,1006
132864,"CPEB2","cytoplasmic polyadenylation element binding protein 2",30,257,21,381,19,208
1025,"CDK9","cyclin-dependent kinase 9",1362,2072,1444,2543,1522,2189
8697,"CDC23","cell division cycle 23",1518,1608,1461,1700,1708,1808
283624,"LINC00641","long intergenic non-protein coding RNA 641",106,796,189,895,198,689
8233,"ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2",208,379,198,405,252,408
401398,"POT1-AS1","POT1 antisense RNA 1",14,145,14,191,8,140
663,"BNIP2","BCL2/adenovirus E1B 19kDa interacting protein 2",753,942,675,1013,794,1014
23607,"CD2AP","CD2-associated protein",514,1227,455,1068,518,1014
165631,"PARP15","poly(ADP-ribose) polymerase family member 15",978,1604,1010,2094,1192,1793
6491,"STIL","SCL/TAL1 interrupting locus",2192,4423,2190,5168,2550,4071
100507412,"LOC100507412","uncharacterized LOC100507412",202,589,125,470,189,607
8027,"STAM","signal transducing adaptor molecule",672,1244,629,1204,752,1136
11338,"U2AF2","U2 small nuclear RNA auxiliary factor 2",5704,7591,4952,7963,5593,7536
55299,"BRIX1","BRX1, biogenesis of ribosomes",1509,2572,1323,2321,1613,2387
6880,"TAF9","TATA-box binding protein associated factor 9",1507,1853,1305,1989,1666,2039
83452,"RAB33B","RAB33B, member RAS oncogene family",219,533,242,673,270,532
26515,"TIMM10B","translocase of inner mitochondrial membrane 10 homolog B (yeast)",953,1296,963,1489,974,1352
28984,"RGCC","regulator of cell cycle",18,124,12,143,18,127
147660,"ZNF578","zinc finger protein 578",63,279,50,214,62,232
8539,"API5","apoptosis inhibitor 5",3543,4772,3459,4912,3774,4654
152877,"FAM53A","family with sequence similarity 53 member A",14,134,5,122,15,141
2091,"FBL","fibrillarin",4891,6940,4709,7681,4631,6825
81572,"PDRG1","p53 and DNA damage regulated 1",777,1027,757,1010,856,1052
10367,"MICU1","mitochondrial calcium uptake 1",1222,1410,1173,1585,1414,2146
8480,"RAE1","ribonucleic acid export 1",1852,1978,1694,2090,1965,2157
6018,"RLF","rearranged L-myc fusion",1583,3510,1589,4154,1743,3080
9698,"PUM1","pumilio RNA binding family member 1",3606,5396,3878,6177,4127,5415
728927,"ZNF736","zinc finger protein 736",1126,1697,1248,2080,1267,1816
23671,"TMEFF2","transmembrane protein with EGF like and two follistatin like domains 2",29,153,24,151,24,139
101929567,"LOC101929567","uncharacterized LOC101929567",226,767,350,1098,326,901
6924,"TCEB3","transcription elongation factor B subunit 3",3165,3844,2865,4161,3375,3989
255403,"ZNF718","zinc finger protein 718",491,669,591,751,610,924
6625,"SNRNP70","small nuclear ribonucleoprotein U1 subunit 70",5280,6650,4862,7102,5321,6649
8649,"LAMTOR3","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",673,1156,691,1116,676,1068
11040,"PIM2","Pim-2 proto-oncogene, serine/threonine kinase",264,381,220,442,253,437
54762,"GRAMD1C","GRAM domain containing 1C",26,211,25,188,47,188
54205,"CYCS","cytochrome c, somatic",7993,11205,7669,12797,8068,11053
57663,"USP29","ubiquitin specific peptidase 29",3,4095,7,4924,22,4006
10808,"HSPH1","heat shock protein family H (Hsp110) member 1",5849,12724,6341,14105,5531,11069
57515,"SERINC1","serine incorporator 1",3652,4667,3385,5230,4063,4843
54499,"TMCO1","transmembrane and coiled-coil domains 1",2057,2684,2037,2964,2426,2809
9277,"WDR46","WD repeat domain 46",2049,2258,1920,2446,2239,2436
8667,"EIF3H","eukaryotic translation initiation factor 3 subunit H",18130,21019,16859,23706,18713,21962
10127,"ZNF263","zinc finger protein 263",725,1149,695,1198,826,1110
54433,"GAR1","GAR1 ribonucleoprotein",832,1051,758,1150,855,1096
